segment_file,original_file,segment_index,duration
salad_smith_cf_0002.mp3,salad_smith_cf,2,27.050861678004534
salad_smith_cf_0001.mp3,salad_smith_cf,1,26.345555555555556
richcrooks_08_young_0004.mp3,richcrooks_08_young,4,27.442698412698412
autobiographyoflorddouglas_14_douglas_0009.mp3,autobiographyoflorddouglas_14_douglas,9,28.25249433106576
familywellordered_03_mather_0002.mp3,familywellordered_03_mather,2,30.00269841269841
sacrifice_09_bavnick_0012.mp3,sacrifice_09_bavnick,12,19.684331065759636
familywellordered_03_mather_0003.mp3,familywellordered_03_mather,3,29.976575963718822
sacrifice_09_bavnick_0013.mp3,sacrifice_09_bavnick,13,22.505555555555556
autobiographyoflorddouglas_14_douglas_0010.mp3,autobiographyoflorddouglas_14_douglas,10,21.774126984126983
familywellordered_03_mather_0004.mp3,familywellordered_03_mather,4,30.00269841269841
richcrooks_08_young_0005.mp3,richcrooks_08_young,5,26.868004535147392
autobiographyoflorddouglas_14_douglas_0011.mp3,autobiographyoflorddouglas_14_douglas,11,27.599433106575965
sacrifice_09_bavnick_0015.mp3,sacrifice_09_bavnick,15,22.636167800453514
autobiographyoflorddouglas_14_douglas_0012.mp3,autobiographyoflorddouglas_14_douglas,12,17.934126984126983
sacrifice_09_bavnick_0014.mp3,sacrifice_09_bavnick,14,29.976575963718822
sacrifice_09_bavnick_0016.mp3,sacrifice_09_bavnick,16,25.927596371882085
sacrifice_09_bavnick_0017.mp3,sacrifice_09_bavnick,17,17.202698412698414
autobiographyoflorddouglas_14_douglas_0014.mp3,autobiographyoflorddouglas_14_douglas,14,29.062290249433108
autobiographyoflorddouglas_14_douglas_0013.mp3,autobiographyoflorddouglas_14_douglas,13,26.580657596371882
familywellordered_03_mather_0005.mp3,familywellordered_03_mather,5,29.872086167800454
familywellordered_03_mather_0006.mp3,familywellordered_03_mather,6,30.00269841269841
autobiographyoflorddouglas_09_douglas_0000.mp3,autobiographyoflorddouglas_09_douglas,0,27.912902494331068
autobiographyoflorddouglas_14_douglas_0015.mp3,autobiographyoflorddouglas_14_douglas,15,25.79698412698413
familywellordered_03_mather_0007.mp3,familywellordered_03_mather,7,29.976575963718822
richcrooks_08_young_0007.mp3,richcrooks_08_young,7,22.13984126984127
richcrooks_08_young_0006.mp3,richcrooks_08_young,6,28.905555555555555
sacrifice_12_bavnick_0001.mp3,sacrifice_12_bavnick,1,17.777392290249434
sacrifice_09_bavnick_0018.mp3,sacrifice_09_bavnick,18,29.976575963718822
autobiographyoflorddouglas_09_douglas_0001.mp3,autobiographyoflorddouglas_09_douglas,1,22.0353514739229
salad_smith_gln_0000.mp3,salad_smith_gln,0,30.00269841269841
